BOROUGH,ZIP,REASON,COLLISIONS
Manhattan,10075,Unsafe Lane Changing,62
Manhattan,10075,Unsafe Speed,17
Manhattan,10075,Unspecified,701
Manhattan,10075,View Obstructed/Limited,5
Manhattan,10103,Driver Inattention/Distraction,4
Manhattan,10103,Failure to Yield Right-of-Way,1
Manhattan,10103,Passing or Lane Usage Improper,2
Manhattan,10103,Unspecified,2
Manhattan,10105,Alcohol Involvement,1
Manhattan,10105,Backing Unsafely,1
Manhattan,10105,Driver Inattention/Distraction,3
Manhattan,10105,Driver Inexperience,1
Manhattan,10105,Following Too Closely,1
Manhattan,10105,Other Vehicular,1
Manhattan,10105,Outside Car Distraction,1
Manhattan,10105,Passing Too Closely,2
Manhattan,10105,Passing or Lane Usage Improper,1
Manhattan,10105,Unsafe Lane Changing,2
Manhattan,10105,Unspecified,5
Manhattan,10105,View Obstructed/Limited,3
Manhattan,10106,Driver Inattention/Distraction,1
Manhattan,10106,Failure to Yield Right-of-Way,1
Manhattan,10106,Passing or Lane Usage Improper,1
Manhattan,10106,Traffic Control Disregarded,1
Manhattan,10106,Unsafe Lane Changing,1
Manhattan,10107,Driver Inattention/Distraction,2
Manhattan,10107,Failure to Yield Right-of-Way,1
Manhattan,10107,Following Too Closely,1
Manhattan,10107,Unspecified,1
Manhattan,10110,Driver Inattention/Distraction,5
Manhattan,10110,Following Too Closely,1
Manhattan,10110,Passing Too Closely,1
Manhattan,10110,Passing or Lane Usage Improper,2
Manhattan,10110,Reaction to Uninvolved Vehicle,1
Manhattan,10110,Unsafe Lane Changing,1
Manhattan,10110,Unspecified,5
Manhattan,10111,Backing Unsafely,4
Manhattan,10111,Driver Inattention/Distraction,3
Manhattan,10111,Fatigued/Drowsy,3
Manhattan,10111,Following Too Closely,2
Manhattan,10111,Other Vehicular,2
Manhattan,10111,Passing Too Closely,1
Manhattan,10111,Passing or Lane Usage Improper,1
Manhattan,10111,Reaction to Uninvolved Vehicle,1
Manhattan,10111,Turning Improperly,1
Manhattan,10111,Unspecified,3
Manhattan,10112,Backing Unsafely,2
Manhattan,10112,Driver Inattention/Distraction,8
Manhattan,10112,Following Too Closely,1
Manhattan,10112,Other Vehicular,2
Manhattan,10112,Outside Car Distraction,1
Manhattan,10112,Unsafe Lane Changing,2
Manhattan,10112,Unspecified,1
Manhattan,10115,Backing Unsafely,1
Manhattan,10115,Driver Inattention/Distraction,3
Manhattan,10115,Failure to Yield Right-of-Way,1
Manhattan,10115,Fell Asleep,1
Manhattan,10115,Other Vehicular,1
Manhattan,10115,Reaction to Uninvolved Vehicle,1
Manhattan,10118,Backing Unsafely,4
Manhattan,10118,Driver Inattention/Distraction,20
Manhattan,10118,Failure to Yield Right-of-Way,2
Manhattan,10118,Following Too Closely,4
Manhattan,10118,Lane Marking Improper/Inadequate,1
Manhattan,10118,Obstruction/Debris,1
Manhattan,10118,Other Vehicular,1
Manhattan,10118,Passenger Distraction,1
Manhattan,10118,Passing Too Closely,4
Manhattan,10118,Passing or Lane Usage Improper,3
Manhattan,10118,Reaction to Uninvolved Vehicle,1
Manhattan,10118,Turning Improperly,1
Manhattan,10118,Unsafe Lane Changing,3
Manhattan,10118,Unspecified,7
Manhattan,10118,View Obstructed/Limited,1
Manhattan,10119,Backing Unsafely,3
Manhattan,10119,Driver Inattention/Distraction,60
Manhattan,10119,Driver Inexperience,4
Manhattan,10119,Failure to Yield Right-of-Way,7
Manhattan,10119,Fatigued/Drowsy,10
Manhattan,10119,Fell Asleep,1
Manhattan,10119,Following Too Closely,10
Manhattan,10119,Illness,1
Manhattan,10119,Lost Consciousness,5
Manhattan,10119,Other Vehicular,14
Manhattan,10119,Outside Car Distraction,5
Manhattan,10119,Oversized Vehicle,3
Manhattan,10119,Passenger Distraction,2
Manhattan,10119,Passing Too Closely,5
Manhattan,10119,Passing or Lane Usage Improper,8
Manhattan,10119,Pavement Slippery,3
Manhattan,10119,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
Manhattan,10119,Prescription Medication,12
Manhattan,10119,Reaction to Other Uninvolved Vehicle,1
Manhattan,10119,Reaction to Uninvolved Vehicle,3
Manhattan,10119,Traffic Control Disregarded,3
Manhattan,10119,Turning Improperly,15
Manhattan,10119,Unsafe Lane Changing,9
Manhattan,10119,Unsafe Speed,1
Manhattan,10119,Unspecified,55
Manhattan,10119,View Obstructed/Limited,1
Manhattan,10120,Driver Inattention/Distraction,4
Manhattan,10120,Following Too Closely,1
Manhattan,10120,Passing Too Closely,1
Manhattan,10120,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10120,Unspecified,4
Manhattan,10121,Driver Inattention/Distraction,31
Manhattan,10121,Driver Inexperience,1
Manhattan,10121,Failure to Yield Right-of-Way,7
Manhattan,10121,Fell Asleep,1
Manhattan,10121,Following Too Closely,7
Manhattan,10121,Lane Marking Improper/Inadequate,1
Manhattan,10121,Other Vehicular,4
Manhattan,10121,Passenger Distraction,2
Manhattan,10121,Passing Too Closely,3
Manhattan,10121,Passing or Lane Usage Improper,8
Manhattan,10121,Traffic Control Disregarded,2
Manhattan,10121,Turning Improperly,1
Manhattan,10121,Unsafe Lane Changing,1
Manhattan,10121,Unspecified,22
Manhattan,10122,Backing Unsafely,1
Manhattan,10122,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10122,Unspecified,1
Manhattan,10123,Backing Unsafely,2
Manhattan,10123,Driver Inattention/Distraction,12
Manhattan,10123,Failure to Yield Right-of-Way,1
Manhattan,10123,Following Too Closely,2
Manhattan,10123,Other Vehicular,1
Manhattan,10123,Passing Too Closely,1
Manhattan,10123,Passing or Lane Usage Improper,1
Manhattan,10123,Unsafe Lane Changing,2
Manhattan,10123,Unspecified,5
Manhattan,10123,View Obstructed/Limited,1
Manhattan,10128,Accelerator Defective,3
Manhattan,10128,Aggressive Driving/Road Rage,17
Manhattan,10128,Alcohol Involvement,37
Manhattan,10128,Backing Unsafely,187
Manhattan,10128,Brakes Defective,13
Manhattan,10128,Cell Phone (hands-free),1
Manhattan,10128,Driver Inattention/Distraction,1184
Manhattan,10128,Driver Inexperience,138
Manhattan,10128,Driverless/Runaway Vehicle,1
Manhattan,10128,Failure to Keep Right,11
Manhattan,10128,Failure to Yield Right-of-Way,225
Manhattan,10128,Fatigued/Drowsy,131
Manhattan,10128,Fell Asleep,11
Manhattan,10128,Following Too Closely,141
Manhattan,10128,Glare,2
Manhattan,10128,Illnes,1
Manhattan,10128,Illness,15
Manhattan,10128,Lane Marking Improper/Inadequate,2
Manhattan,10128,Lost Consciousness,86
Manhattan,10128,Obstruction/Debris,13
Manhattan,10128,Other Electronic Device,8
Manhattan,10128,Other Lighting Defects,1
Manhattan,10128,Other Vehicular,1050
Manhattan,10128,Outside Car Distraction,37
Manhattan,10128,Oversized Vehicle,29
Manhattan,10128,Passenger Distraction,27
Manhattan,10128,Passing Too Closely,82
Manhattan,10128,Passing or Lane Usage Improper,97
Manhattan,10128,Pavement Defective,6
Manhattan,10128,Pavement Slippery,24
Manhattan,10128,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,15
Manhattan,10128,Physical Disability,41
Manhattan,10128,Prescription Medication,84
Manhattan,10128,Reaction to Other Uninvolved Vehicle,3
Manhattan,10128,Reaction to Uninvolved Vehicle,30
Manhattan,10128,Steering Failure,2
Manhattan,10128,Tire Failure/Inadequate,1
Manhattan,10128,Traffic Control Disregarded,70
Manhattan,10128,Turning Improperly,197
Manhattan,10128,Unsafe Lane Changing,133
Manhattan,10128,Unsafe Speed,14
Manhattan,10128,Unspecified,1471
Manhattan,10128,View Obstructed/Limited,23
Manhattan,10151,Backing Unsafely,1
Manhattan,10151,Driver Inattention/Distraction,1
Manhattan,10151,Passing Too Closely,1
Manhattan,10151,Passing or Lane Usage Improper,1
Manhattan,10151,Unspecified,1
Manhattan,10152,Failure to Yield Right-of-Way,1
Manhattan,10152,Following Too Closely,2
Manhattan,10152,Passing or Lane Usage Improper,1
Manhattan,10153,Driver Inattention/Distraction,12
Manhattan,10153,Failure to Yield Right-of-Way,1
Manhattan,10153,Following Too Closely,1
Manhattan,10153,Unsafe Lane Changing,1
Manhattan,10153,Unspecified,3
Manhattan,10154,Driver Inattention/Distraction,3
Manhattan,10154,Other Vehicular,1
Manhattan,10154,Passing Too Closely,1
Manhattan,10154,Passing or Lane Usage Improper,3
Manhattan,10154,Unspecified,2
Manhattan,10155,Backing Unsafely,1
Manhattan,10155,Driver Inattention/Distraction,5
Manhattan,10155,Failure to Yield Right-of-Way,1
Manhattan,10155,Other Vehicular,2
Manhattan,10155,Unsafe Lane Changing,2
Manhattan,10155,Unsafe Speed,1
Manhattan,10155,Unspecified,1
Manhattan,10158,Driver Inattention/Distraction,1
Manhattan,10158,Passenger Distraction,1
Manhattan,10158,Unspecified,1
Manhattan,10165,Driver Inattention/Distraction,16
Manhattan,10165,Failure to Keep Right,1
Manhattan,10165,Failure to Yield Right-of-Way,2
Manhattan,10165,Following Too Closely,3
Manhattan,10165,Obstruction/Debris,1
Manhattan,10165,Other Vehicular,2
Manhattan,10165,Passenger Distraction,1
Manhattan,10165,Passing Too Closely,2
Manhattan,10165,Passing or Lane Usage Improper,2
Manhattan,10165,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10165,Turning Improperly,1
Manhattan,10165,Unsafe Lane Changing,4
Manhattan,10165,Unspecified,15
Manhattan,10166,Following Too Closely,1
Manhattan,10167,Driver Inattention/Distraction,2
Manhattan,10167,Following Too Closely,1
Manhattan,10167,Passing or Lane Usage Improper,2
Manhattan,10167,Turning Improperly,1
Manhattan,10167,Unspecified,1
Manhattan,10168,Driver Inattention/Distraction,47
Manhattan,10168,Driver Inexperience,1
Manhattan,10168,Failure to Yield Right-of-Way,9
Manhattan,10168,Following Too Closely,5
Manhattan,10168,Other Vehicular,8
Manhattan,10168,Passing Too Closely,5
Manhattan,10168,Passing or Lane Usage Improper,8
Manhattan,10168,Pavement Slippery,1
Manhattan,10168,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
Manhattan,10168,Reaction to Uninvolved Vehicle,1
Manhattan,10168,Traffic Control Disregarded,1
Manhattan,10168,Turning Improperly,2
Manhattan,10168,Unsafe Lane Changing,3
Manhattan,10168,Unsafe Speed,1
Manhattan,10168,Unspecified,21
Manhattan,10169,Aggressive Driving/Road Rage,1
Manhattan,10169,Alcohol Involvement,1
Manhattan,10169,Backing Unsafely,1
Manhattan,10169,Driver Inattention/Distraction,22
Manhattan,10169,Failure to Yield Right-of-Way,3
Manhattan,10169,Following Too Closely,6
Manhattan,10169,Obstruction/Debris,1
Manhattan,10169,Other Vehicular,10
Manhattan,10169,Passing Too Closely,5
Manhattan,10169,Passing or Lane Usage Improper,1
Manhattan,10169,Pavement Defective,1
Manhattan,10169,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10169,Traffic Control Disregarded,2
Manhattan,10169,Turning Improperly,2
Manhattan,10169,Unsafe Lane Changing,2
Manhattan,10169,Unspecified,4
Manhattan,10170,Driver Inattention/Distraction,6
Manhattan,10170,Passing Too Closely,1
Manhattan,10170,Passing or Lane Usage Improper,1
Manhattan,10170,Unspecified,1
Manhattan,10171,Driver Inattention/Distraction,3
Manhattan,10171,Failure to Yield Right-of-Way,1
Manhattan,10171,View Obstructed/Limited,1
Manhattan,10172,Aggressive Driving/Road Rage,1
Manhattan,10172,Backing Unsafely,1
Manhattan,10172,Driver Inattention/Distraction,28
Manhattan,10172,Failure to Yield Right-of-Way,3
Manhattan,10172,Following Too Closely,10
Manhattan,10172,Obstruction/Debris,1
Manhattan,10172,Other Vehicular,18
Manhattan,10172,Outside Car Distraction,1
Manhattan,10172,Oversized Vehicle,1
Manhattan,10172,Passenger Distraction,1
Manhattan,10172,Passing Too Closely,9
Manhattan,10172,Passing or Lane Usage Improper,10
Manhattan,10172,Pavement Defective,1
Manhattan,10172,Traffic Control Disregarded,3
Manhattan,10172,Turning Improperly,1
Manhattan,10172,Unsafe Lane Changing,5
Manhattan,10172,Unspecified,11
Manhattan,10173,Driver Inattention/Distraction,1
Manhattan,10173,Failure to Yield Right-of-Way,1
Manhattan,10173,Unspecified,1
Manhattan,10174,Driver Inattention/Distraction,5
Manhattan,10174,Other Vehicular,1
Manhattan,10174,Passing or Lane Usage Improper,1
Manhattan,10174,Unspecified,1
Manhattan,10176,Driver Inattention/Distraction,1
Manhattan,10177,Driver Inattention/Distraction,3
Manhattan,10177,Failure to Yield Right-of-Way,1
Manhattan,10177,Following Too Closely,3
Manhattan,10177,Unsafe Lane Changing,2
Manhattan,10177,Unspecified,2
Manhattan,10178,Driver Inattention/Distraction,2
Manhattan,10178,Driver Inexperience,1
Manhattan,10178,Passenger Distraction,1
Manhattan,10178,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10178,Unspecified,4
Manhattan,10179,Driver Inattention/Distraction,1
Manhattan,10179,Failure to Yield Right-of-Way,1
Manhattan,10271,Backing Unsafely,1
Manhattan,10271,Driver Inattention/Distraction,2
Manhattan,10271,Following Too Closely,1
Manhattan,10271,Passing or Lane Usage Improper,1
Manhattan,10271,Pavement Slippery,1
Manhattan,10271,Reaction to Uninvolved Vehicle,1
Manhattan,10271,Unsafe Speed,1
Manhattan,10271,Unspecified,6
Manhattan,10278,Backing Unsafely,3
Manhattan,10278,Driver Inattention/Distraction,16
Manhattan,10278,Driver Inexperience,2
Manhattan,10278,Failure to Yield Right-of-Way,3
Manhattan,10278,Following Too Closely,1
Manhattan,10278,Other Vehicular,1
Manhattan,10278,Passing Too Closely,2
Manhattan,10278,Passing or Lane Usage Improper,3
Manhattan,10278,Reaction to Uninvolved Vehicle,3
Manhattan,10278,Turning Improperly,1
Manhattan,10278,Unsafe Lane Changing,2
Manhattan,10278,Unspecified,15
Manhattan,10278,View Obstructed/Limited,1
Manhattan,10279,Backing Unsafely,1
Manhattan,10279,Driver Inattention/Distraction,2
Manhattan,10279,Failure to Yield Right-of-Way,1
Manhattan,10279,Following Too Closely,1
Manhattan,10279,Passing or Lane Usage Improper,1
Manhattan,10279,Unsafe Lane Changing,1
Manhattan,10279,Unspecified,3
Manhattan,10280,Alcohol Involvement,1
Manhattan,10280,Backing Unsafely,27
Manhattan,10280,Brakes Defective,1
Manhattan,10280,Driver Inattention/Distraction,50
Manhattan,10280,Driver Inexperience,6
Manhattan,10280,Failure to Keep Right,1
Manhattan,10280,Failure to Yield Right-of-Way,15
Manhattan,10280,Fatigued/Drowsy,2
Manhattan,10280,Following Too Closely,5
Manhattan,10280,Glare,1
Manhattan,10280,Illnes,1
Manhattan,10280,Illness,2
Manhattan,10280,Lane Marking Improper/Inadequate,1
Manhattan,10280,Lost Consciousness,9
Manhattan,10280,Other Vehicular,7
Manhattan,10280,Outside Car Distraction,1
Manhattan,10280,Oversized Vehicle,2
Manhattan,10280,Passing Too Closely,6
Manhattan,10280,Passing or Lane Usage Improper,7
Manhattan,10280,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
Manhattan,10280,Prescription Medication,5
Manhattan,10280,Traffic Control Disregarded,2
Manhattan,10280,Turning Improperly,8
Manhattan,10280,Unsafe Lane Changing,1
Manhattan,10280,Unsafe Speed,1
Manhattan,10280,Unspecified,86
Manhattan,10281,Aggressive Driving/Road Rage,1
Manhattan,10281,Backing Unsafely,3
Manhattan,10281,Driver Inattention/Distraction,19
Manhattan,10281,Driver Inexperience,3
Manhattan,10281,Failure to Yield Right-of-Way,4
Manhattan,10281,Fell Asleep,2
Manhattan,10281,Following Too Closely,7
Manhattan,10281,Lost Consciousness,3
Manhattan,10281,Other Vehicular,2
Manhattan,10281,Outside Car Distraction,1
Manhattan,10281,Passenger Distraction,1
Manhattan,10281,Passing Too Closely,3
Manhattan,10281,Passing or Lane Usage Improper,4
Manhattan,10281,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Manhattan,10281,Prescription Medication,1
Manhattan,10281,Reaction to Uninvolved Vehicle,1
Manhattan,10281,Traffic Control Disregarded,1
Manhattan,10281,Turning Improperly,2
Manhattan,10281,Unsafe Lane Changing,2
Manhattan,10281,Unspecified,31
Manhattan,10282,Aggressive Driving/Road Rage,1
Manhattan,10282,Backing Unsafely,17
Manhattan,10282,Driver Inattention/Distraction,34
Manhattan,10282,Driver Inexperience,3
Manhattan,10282,Drugs (Illegal),1
Manhattan,10282,Failure to Yield Right-of-Way,10
Manhattan,10282,Fatigued/Drowsy,1
Manhattan,10282,Following Too Closely,6
Manhattan,10282,Illness,1
Manhattan,10282,Lost Consciousness,1
Manhattan,10282,Other Electronic Device,2
Manhattan,10282,Other Vehicular,5
Manhattan,10282,Passenger Distraction,2
Manhattan,10282,Passing Too Closely,7
Manhattan,10282,Passing or Lane Usage Improper,5
Manhattan,10282,Prescription Medication,2
Manhattan,10282,Reaction to Uninvolved Vehicle,1
Manhattan,10282,Turning Improperly,2
Manhattan,10282,Unsafe Lane Changing,3
Manhattan,10282,Unspecified,59
Manhattan,10282,View Obstructed/Limited,2
Queens,     ,Aggressive Driving/Road Rage,1
Queens,     ,Driver Inattention/Distraction,11
Queens,     ,Failure to Yield Right-of-Way,5
Queens,     ,Fatigued/Drowsy,2
Queens,     ,Lost Consciousness,1
Queens,     ,Outside Car Distraction,1
Queens,     ,Pavement Slippery,4
Queens,     ,Prescription Medication,3
Queens,     ,Turning Improperly,3
Queens,     ,Unsafe Lane Changing,1
Queens,     ,Unspecified,9
Queens,     ,View Obstructed/Limited,1
Queens,11001,Aggressive Driving/Road Rage,1
Queens,11001,Alcohol Involvement,3
Queens,11001,Backing Unsafely,14
Queens,11001,Brakes Defective,2
Queens,11001,Driver Inattention/Distraction,60
Queens,11001,Driver Inexperience,6
Queens,11001,Drugs (Illegal),1
Queens,11001,Failure to Yield Right-of-Way,42
Queens,11001,Fatigued/Drowsy,6
Queens,11001,Fell Asleep,2
Queens,11001,Following Too Closely,4
Queens,11001,Glare,3
Queens,11001,Illnes,1
Queens,11001,Lost Consciousness,2
Queens,11001,Obstruction/Debris,1
Queens,11001,Other Electronic Device,1
Queens,11001,Other Vehicular,11
Queens,11001,Outside Car Distraction,4
Queens,11001,Oversized Vehicle,1
Queens,11001,Passing or Lane Usage Improper,7
Queens,11001,Pavement Slippery,2
Queens,11001,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
Queens,11001,Physical Disability,6
Queens,11001,Prescription Medication,2
Queens,11001,Reaction to Other Uninvolved Vehicle,2
Queens,11001,Reaction to Uninvolved Vehicle,3
Queens,11001,Steering Failure,1
Queens,11001,Tire Failure/Inadequate,1
Queens,11001,Traffic Control Disregarded,27
Queens,11001,Turning Improperly,5
Queens,11001,Unsafe Speed,5
Queens,11001,Unspecified,314
Queens,11001,View Obstructed/Limited,7
Queens,11004,Accelerator Defective,1
Queens,11004,Aggressive Driving/Road Rage,2
Queens,11004,Alcohol Involvement,31
Queens,11004,Animals Action,2
Queens,11004,Backing Unsafely,96
Queens,11004,Brakes Defective,6
Queens,11004,Driver Inattention/Distraction,344
Queens,11004,Driver Inexperience,39
Queens,11004,Driverless/Runaway Vehicle,1
Queens,11004,Failure to Keep Right,3
Queens,11004,Failure to Yield Right-of-Way,214
Queens,11004,Fatigued/Drowsy,30
Queens,11004,Fell Asleep,11
Queens,11004,Following Too Closely,46
Queens,11004,Glare,12
Queens,11004,Illnes,5
Queens,11004,Lost Consciousness,9
Queens,11004,Obstruction/Debris,1
Queens,11004,Other Electronic Device,2
Queens,11004,Other Vehicular,61
Queens,11004,Outside Car Distraction,12
Queens,11004,Oversized Vehicle,4
Queens,11004,Passenger Distraction,5
Queens,11004,Passing Too Closely,17
Queens,11004,Passing or Lane Usage Improper,26
Queens,11004,Pavement Defective,2
Queens,11004,Pavement Slippery,21
Queens,11004,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
Queens,11004,Physical Disability,19
Queens,11004,Prescription Medication,20
Queens,11004,Reaction to Other Uninvolved Vehicle,1
Queens,11004,Reaction to Uninvolved Vehicle,14
Queens,11004,Steering Failure,6
Queens,11004,Tire Failure/Inadequate,5
Queens,11004,Traffic Control Device Improper/Non-Working,2
Queens,11004,Traffic Control Disregarded,42
Queens,11004,Turning Improperly,37
Queens,11004,Unsafe Lane Changing,7
Queens,11004,Unsafe Speed,20
Queens,11004,Unspecified,1668
Queens,11004,View Obstructed/Limited,18
Queens,11005,Backing Unsafely,6
Queens,11005,Driver Inattention/Distraction,11
Queens,11005,Failure to Keep Right,1
Queens,11005,Failure to Yield Right-of-Way,4
Queens,11005,Fatigued/Drowsy,3
Queens,11005,Other Vehicular,2
Queens,11005,Passing Too Closely,1
Queens,11005,Passing or Lane Usage Improper,2
Queens,11005,Pavement Slippery,3
Queens,11005,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Queens,11005,Prescription Medication,1
Queens,11005,Reaction to Other Uninvolved Vehicle,1
Queens,11005,Reaction to Uninvolved Vehicle,1
Queens,11005,Unspecified,64
Queens,11040,Aggressive Driving/Road Rage,1
Queens,11040,Alcohol Involvement,2
Queens,11040,Animals Action,2
Queens,11040,Backing Unsafely,22
Queens,11040,Driver Inattention/Distraction,54
Queens,11040,Driver Inexperience,5
Queens,11040,Failure to Yield Right-of-Way,45
Queens,11040,Fatigued/Drowsy,2
Queens,11040,Fell Asleep,2
Queens,11040,Following Too Closely,5
Queens,11040,Glare,1
Queens,11040,Illnes,1
Queens,11040,Lost Consciousness,1
Queens,11040,Other Vehicular,12
Queens,11040,Oversized Vehicle,2
Queens,11040,Passing Too Closely,3
Queens,11040,Passing or Lane Usage Improper,2
Queens,11040,Pavement Slippery,5
Queens,11040,Physical Disability,3
Queens,11040,Prescription Medication,4
Queens,11040,Reaction to Uninvolved Vehicle,5
Queens,11040,Traffic Control Device Improper/Non-Working,1
Queens,11040,Traffic Control Disregarded,9
Queens,11040,Turning Improperly,1
Queens,11040,Unsafe Lane Changing,2
Queens,11040,Unsafe Speed,2
Queens,11040,Unspecified,265
Queens,11040,View Obstructed/Limited,3
Queens,11101,Accelerator Defective,10
Queens,11101,Aggressive Driving/Road Rage,75
Queens,11101,Alcohol Involvement,104
Queens,11101,Animals Action,5
Queens,11101,Backing Unsafely,708
Queens,11101,Brakes Defective,45
Queens,11101,Cell Phone (hand-Held),3
Queens,11101,Cell Phone (hand-held),1
Queens,11101,Driver Inattention/Distraction,5229
Queens,11101,Driver Inexperience,177
Queens,11101,Driverless/Runaway Vehicle,8
Queens,11101,Drugs (Illegal),3
Queens,11101,Drugs (illegal),1
Queens,11101,Failure to Keep Right,21
Queens,11101,Failure to Yield Right-of-Way,1148
Queens,11101,Fatigued/Drowsy,429
Queens,11101,Fell Asleep,19
Queens,11101,Following Too Closely,441
Queens,11101,Glare,21
Queens,11101,Illnes,5
Queens,11101,Illness,5
Queens,11101,Lane Marking Improper/Inadequate,5
Queens,11101,Lost Consciousness,190
Queens,11101,Obstruction/Debris,32
Queens,11101,Other Electronic Device,11
Queens,11101,Other Lighting Defects,4
Queens,11101,Other Vehicular,115
Queens,11101,Outside Car Distraction,83
Queens,11101,Oversized Vehicle,181
Queens,11101,Passenger Distraction,32
Queens,11101,Passing Too Closely,185
Queens,11101,Passing or Lane Usage Improper,336
Queens,11101,Pavement Defective,15
Queens,11101,Pavement Slippery,146
Queens,11101,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,24
Queens,11101,Physical Disability,158
Queens,11101,Prescription Medication,244
Queens,11101,Reaction to Other Uninvolved Vehicle,9
Queens,11101,Reaction to Uninvolved Vehicle,92
Queens,11101,Steering Failure,15
Queens,11101,Tire Failure/Inadequate,8
Queens,11101,Tow Hitch Defective,5
Queens,11101,Traffic Control Device Improper/Non-Working,10
Queens,11101,Traffic Control Disregarded,245
Queens,11101,Turning Improperly,392
Queens,11101,Unsafe Lane Changing,159
Queens,11101,Unsafe Speed,82
Queens,11101,Unspecified,5898
Queens,11101,Using On Board Navigation Device,1
Queens,11101,View Obstructed/Limited,128
Queens,11102,Aggressive Driving/Road Rage,15
Queens,11102,Alcohol Involvement,34
Queens,11102,Backing Unsafely,165
Queens,11102,Brakes Defective,13
Queens,11102,Cell Phone (hand-Held),1
Queens,11102,Driver Inattention/Distraction,662
Queens,11102,Driver Inexperience,43
Queens,11102,Drugs (illegal),1
Queens,11102,Eating or Drinking,2
Queens,11102,Failure to Keep Right,7
Queens,11102,Failure to Yield Right-of-Way,260
Queens,11102,Fatigued/Drowsy,89
Queens,11102,Fell Asleep,8
Queens,11102,Following Too Closely,102
Queens,11102,Glare,7
Queens,11102,Illnes,4
Queens,11102,Illness,3
Queens,11102,Lane Marking Improper/Inadequate,1
Queens,11102,Lost Consciousness,33
Queens,11102,Obstruction/Debris,7
Queens,11102,Other Electronic Device,2
Queens,11102,Other Vehicular,44
Queens,11102,Outside Car Distraction,15
Queens,11102,Oversized Vehicle,15
Queens,11102,Passenger Distraction,8
Queens,11102,Passing Too Closely,40
Queens,11102,Passing or Lane Usage Improper,71
Queens,11102,Pavement Defective,3
Queens,11102,Pavement Slippery,25
Queens,11102,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,9
Queens,11102,Physical Disability,29
Queens,11102,Prescription Medication,48
Queens,11102,Reaction to Other Uninvolved Vehicle,5
Queens,11102,Reaction to Uninvolved Vehicle,20
Queens,11102,Steering Failure,5
Queens,11102,Tire Failure/Inadequate,1
Queens,11102,Traffic Control Disregarded,47
Queens,11102,Turning Improperly,59
Queens,11102,Unsafe Lane Changing,23
Queens,11102,Unsafe Speed,28
Queens,11102,Unspecified,1503
Queens,11102,View Obstructed/Limited,29
Queens,11103,80,1
Queens,11103,Aggressive Driving/Road Rage,16
Queens,11103,Alcohol Involvement,77
Queens,11103,Animals Action,5
Queens,11103,Backing Unsafely,249
Queens,11103,Brakes Defective,20
Queens,11103,Cell Phone (hand-Held),1
Queens,11103,Cell Phone (hand-held),1
Queens,11103,Driver Inattention/Distraction,799
Queens,11103,Driver Inexperience,50
Queens,11103,Driverless/Runaway Vehicle,1
Queens,11103,Drugs (illegal),2
Queens,11103,Failure to Keep Right,7
Queens,11103,Failure to Yield Right-of-Way,342
Queens,11103,Fatigued/Drowsy,83
Queens,11103,Fell Asleep,11
Queens,11103,Following Too Closely,106
Queens,11103,Glare,15
Queens,11103,Illness,7
Queens,11103,Lane Marking Improper/Inadequate,1
Queens,11103,Lost Consciousness,66
Queens,11103,Obstruction/Debris,2
Queens,11103,Other Electronic Device,6
Queens,11103,Other Vehicular,33
Queens,11103,Outside Car Distraction,19
Queens,11103,Oversized Vehicle,6
Queens,11103,Passenger Distraction,19
Queens,11103,Passing Too Closely,62
Queens,11103,Passing or Lane Usage Improper,103
Queens,11103,Pavement Defective,2
Queens,11103,Pavement Slippery,24
Queens,11103,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,11
Queens,11103,Physical Disability,40
Queens,11103,Prescription Medication,34
Queens,11103,Reaction to Other Uninvolved Vehicle,4
Queens,11103,Reaction to Uninvolved Vehicle,20
Queens,11103,Steering Failure,7
Queens,11103,Tire Failure/Inadequate,3
Queens,11103,Traffic Control Device Improper/Non-Working,3
Queens,11103,Traffic Control Disregarded,79
Queens,11103,Turning Improperly,52
Queens,11103,Unsafe Lane Changing,14
Queens,11103,Unsafe Speed,25
Queens,11103,Unspecified,1873
Queens,11103,View Obstructed/Limited,31
Queens,11103,Windshield Inadequate,1
Queens,11104,80,2
Queens,11104,Aggressive Driving/Road Rage,16
Queens,11104,Alcohol Involvement,26
Queens,11104,Animals Action,1
Queens,11104,Backing Unsafely,141
Queens,11104,Brakes Defective,5
Queens,11104,Driver Inattention/Distraction,941
